80,2,2
0.711694,0.465271,1
0.285435,0.788579,0
0.0575084,0.312081,0
0.624407,0.109051,0
0.979392,0.197954,1
0.382945,0.391698,1
0.750204,0.0169512,1
0.18369,0.146835,0
0.650028,0.531757,1
0.759304,0.68786,1
0.498482,0.132679,1
0.102367,0.41643,0
0.544752,0.0634623,1
0.180185,0.582049,0
0.685582,0.265236,0
0.691872,0.446055,0
0.853711,0.957907,1
0.929103,0.697189,1
0.623347,0.658261,1
0.62428,0.0541468,0
0.796017,0.653133,1
0.928209,0.400793,1
0.65252,0.757578,1
0.460422,0.10508,1
0.362497,0.676833,1
0.006484,0.638936,0
0.739545,0.442344,1
0.348978,0.350762,1
0.970283,0.90919,1
0.601947,0.747474,1
0.52152,0.430289,1
0.237495,0.892765,0
0.17201,0.103633,0
0.551956,0.421756,1
0.848354,0.243563,1
0.754271,0.645583,1
0.359094,0.806084,1
0.727504,0.0831159,1
0.0787691,0.44577,0
0.05575,0.428252,0
0.58071,0.572348,1
0.979353,0.77771,1
0.721068,0.00667765,1
0.43886,0.792176,1
0.580473,0.306432,0
0.175244,0.768499,0
0.517588,0.596008,1
0.939448,0.471792,1
0.887989,0.636058,1
0.925269,0.508066,1
0.789911,0.912158,1
0.183298,0.210614,0
0.455754,0.54665,1
0.106491,0.822864,0
0.709253,0.0563409,1
0.968807,0.00401661,1
0.68878,0.702017,1
0.443389,0.656153,1
0.577389,0.97314,1
0.261782,0.244149,0
0.153448,0.930888,0
0.00129654,0.393021,0
0.0757442,0.187444,0
0.460749,0.322045,1
0.900712,0.973354,1
0.959011,0.805754,1
0.516587,0.317156,1
0.603542,0.110046,0
0.136866,0.0793021,0
0.712298,0.464701,1
0.915818,0.400204,1
0.783397,0.847472,1
0.871943,0.106708,1
0.514667,0.989085,1
0.563141,0.239004,1
0.592351,0.169808,0
0.187208,0.20266,0
0.533165,0.813318,1
0.897308,0.343918,1
0.650932,0.0118841,0
