80,6,2
0.971937,0.0828793,0.748944,0.641119,0.915522,0.213647,0
0.408954,0.448343,0.142191,0.471146,0.778733,4.55229e-05,1
0.503411,0.305728,0.561602,0.745136,0.792423,0.486484,1
0.0746476,0.539394,0.0836444,0.637098,0.416258,0.751581,0
0.731306,0.655567,0.582647,0.22252,0.64425,0.487672,1
0.0410386,0.824976,0.876075,0.0953159,0.0954343,0.463841,1
0.264589,0.243969,0.0522658,0.910716,0.37937,0.424616,1
0.111582,0.0277393,0.819091,0.660998,0.0612087,0.436107,1
0.978457,0.802437,0.723056,0.386,0.909062,0.347131,1
0.541562,0.0772298,0.0684296,0.463839,0.843429,0.490974,1
0.709191,0.284364,0.884232,0.148928,0.472054,0.106001,0
0.955849,0.402854,0.992695,0.112971,0.988893,0.96172,1
0.599178,0.388314,0.864957,0.396173,0.492323,0.460642,1
0.915893,0.0116492,0.35925,0.549898,0.666717,0.464922,1
0.239474,0.821376,0.539478,0.625286,0.701072,0.209438,1
0.910089,0.9905,0.372604,0.955333,0.887479,0.649934,1
0.889029,0.584525,0.155211,0.878026,0.544962,0.0383754,1
0.831481,0.88719,0.923793,0.182127,0.233679,0.270099,0
0.311224,0.113644,0.529483,0.381162,0.611846,0.422898,1
0.383018,0.480215,0.9554,0.901134,0.488331,0.409413,1
0.791899,0.587733,0.0886457,0.27266,0.702894,0.634148,1
0.220826,0.942554,0.967726,0.677037,0.941376,0.0566351,0
0.00456707,0.827512,0.0512385,0.732659,0.291566,0.985041,0
0.254461,0.212193,0.35105,0.000229553,0.729549,0.282507,1
0.808503,0.292745,0.968106,0.0334418,0.594123,0.391313,1
0.363948,0.790193,0.125388,0.599863,0.330209,0.823443,0
0.937511,0.434753,0.999843,0.67628,0.575282,0.635016,1
0.156683,0.784105,0.0951133,0.965799,0.948865,0.0417214,1
0.0170123,0.766343,0.534496,0.460284,0.621356,0.0139885,1
0.210581,0.630836,0.00173471,0.744757,0.108135,0.968699,0
0.773825,0.179367,0.23797,0.179992,0.828254,0.73571,1
0.821708,0.64058,0.567892,0.0843562,0.281433,0.137545,1
0.865673,0.702415,0.327405,0.395278,0.556688,0.704761,1
0.136403,0.150645,0.0756402,0.00880434,0.487327,0.00691895,1
0.509619,0.835138,0.728001,0.912506,0.279827,0.367301,1
0.232471,0.246274,0.0670292,0.707081,0.0249632,0.624401,1
0.308004,0.012916,0.124888,0.595723,0.364716,0.954394,0
0.861404,0.210078,0.0903262,0.128572,0.16062,0.968106,0
0.512901,0.849704,0.104595,0.613711,0.518438,0.380069,1
0.0323431,0.604002,0.334135,0.227489,0.773574,0.450122,1
0.33517,0.82477,0.249664,0.514211,0.810128,0.0539566,1
0.387257,0.185135,0.378601,0.745802,0.774889,0.573742,1
0.415116,0.0133249,0.980545,0.916329,0.411461,0.152276,0
0.0113825,0.610629,0.565849,0.972238,0.228962,0.5708,1
0.531766,0.600512,0.0557906,0.214863,0.788548,0.751649,0
0.359381,0.445576,0.888835,0.149091,0.840514,0.716615,1
0.319465,0.758904,0.521419,0.542957,0.527825,0.957163,0
0.314061,0.425441,0.738599,0.238831,0.288446,0.865685,1
0.664107,0.955882,0.356578,0.321356,0.674192,0.591383,1
0.776356,0.575317,0.334447,0.343621,0.592321,0.202313,1
0.334298,0.434138,0.894735,0.00434449,0.449363,0.560926,1
0.255971,0.713976,0.100674,0.878471,0.388743,0.69555,1
0.139457,0.632115,0.560427,0.209938,0.915673,0.311908,1
0.260128,0.666504,0.000603894,0.0881101,0.892821,0.629396,1
0.730447,0.441072,0.825244,0.88181,0.964133,0.193396,0
0.335942,0.00626644,0.481612,0.839251,0.152153,0.463321,1
0.643239,0.624709,0.0544548,0.398926,0.380199,0.508346,1
0.0559204,0.753818,0.440635,0.611128,0.755274,0.864357,0
0.745569,0.575978,0.825168,0.516568,0.0896004,0.067438,0
0.467446,0.473569,0.382724,0.435864,0.597432,0.343063,1
0.690424,0.936542,0.258583,0.459439,0.788094,0.379104,1
0.717823,0.693637,0.430163,0.922017,0.935693,0.0284169,1
0.526597,0.970045,0.433452,0.258809,0.0817541,0.963135,1
0.917087,0.273923,0.000329618,0.426341,0.742602,0.167789,1
0.685823,0.993309,0.936073,0.310652,0.850233,0.835295,1
0.928071,0.857592,0.857293,0.454978,0.570062,0.925797,1
0.376817,0.636108,0.0174941,0.791476,0.296558,0.138689,1
0.205638,0.524129,0.781812,0.958312,0.352199,0.991945,1
0.430267,0.444465,0.991083,0.626452,0.582543,0.949229,1
0.397766,0.931232,0.67806,0.775084,0.559801,0.510145,1
0.230787,0.904126,0.359326,0.862283,0.487792,0.0875604,1
0.778466,0.724343,0.587683,0.691726,0.328099,0.613085,1
0.921213,0.388109,0.41346,0.744295,0.178305,0.472842,1
0.170708,0.829732,0.485453,0.922568,0.898616,0.148786,1
0.968853,0.730676,0.810915,0.122019,0.458401,0.105143,0
0.734838,0.745825,0.160008,0.963431,0.885517,0.744427,0
0.4362,0.997881,0.960496,0.235179,0.120096,0.532323,1
0.987262,0.357942,0.889902,0.496146,0.345112,0.552189,1
0.296755,0.646466,0.815812,0.656858,0.542869,0.143993,0
0.074834,0.636755,0.712815,0.687507,0.0961411,0.32746,1
