160,6,2
0.865031,0.142012,0.76567,0.81491,0.309293,0.523457,1
0.909548,0.98979,0.188285,0.559134,0.729605,0.144372,1
0.0245568,0.546698,0.0540766,0.00992546,0.701129,0.806849,0
0.526058,0.114048,0.539952,0.493263,0.2342,0.615163,1
0.819939,0.441299,0.729961,0.32084,0.156276,0.532662,1
0.0931662,0.891088,0.37101,0.652585,0.901,0.65238,1
0.757412,0.267154,0.488755,0.439667,0.412893,0.512113,1
0.170991,0.408489,0.138339,0.466354,0.147423,0.929856,1
0.339267,0.629122,0.047905,0.017004,0.185247,0.649196,1
0.130121,0.232363,0.816428,0.460422,0.0142902,0.0534258,1
0.665093,0.907031,0.273155,0.725731,0.452762,0.239783,1
0.865139,0.371331,0.706097,0.605566,0.839073,0.136063,1
0.145144,0.661097,0.355281,0.655001,0.0240435,0.878606,1
0.693532,0.772556,0.402526,0.293686,0.795068,0.0091598,1
0.630862,0.942399,0.294397,0.062615,0.218524,0.893958,1
0.815536,0.245529,0.868657,0.540142,0.0869663,0.621343,1
0.128843,0.390636,0.864027,0.0728418,0.294074,0.298473,1
0.257514,0.922622,0.607799,0.330624,0.592663,0.907736,1
0.0990224,0.205343,0.499845,0.417258,0.0627014,0.487975,1
0.940629,0.579956,0.0870877,0.300247,0.607981,0.13731,1
0.623626,0.422099,0.429665,0.911809,0.607919,0.469796,1
0.537904,0.756976,0.499114,0.129817,0.737053,0.719008,1
0.298563,0.958714,0.106231,0.936676,0.00490291,0.0162562,1
0.392582,0.651582,0.120596,0.336272,0.0724768,0.649415,1
0.651088,0.409969,0.173401,0.438641,0.622049,0.649966,1
0.445044,0.432764,0.428102,0.36375,0.901734,0.692184,1
0.553228,0.539377,0.865026,0.210556,0.685645,0.491542,1
0.0511802,0.129875,0.526385,0.33174,0.171085,0.16971,1
0.758985,0.0786085,0.063858,0.669952,0.0930814,0.720324,1
0.856681,0.245569,0.50372,0.412335,0.093637,0.0693873,1
0.796494,0.155486,0.419592,0.174516,0.432778,0.908038,1
0.344778,0.792975,0.124365,0.376277,0.265782,0.319009,1
0.275778,0.28216,0.90595,0.126258,0.123862,0.738779,1
0.932332,0.728383,0.455696,0.39221,0.165608,0.983476,0
0.92967,0.616001,0.442848,0.410691,0.395956,0.550275,1
0.837709,0.0490069,0.827051,0.973313,0.664544,0.573197,1
