80,6,2
0.0228098,0.899063,0.246648,0.642695,0.777946,0.436185,0
0.629223,0.0170356,0.909168,0.744504,0.580994,0.46084,1
0.685475,0.507159,0.871732,0.902159,0.72297,0.786222,0
0.919952,0.307105,0.752322,0.968069,0.045461,0.371758,0
0.197138,0.106777,0.934047,0.794427,0.309826,0.0821273,0
0.408295,0.320893,0.537067,0.636971,0.398791,0.389641,0
0.942821,0.667256,0.323677,0.933968,0.684008,0.767476,0
0.162217,0.804044,0.777063,0.050111,0.371691,0.0389544,0
0.323595,0.954299,0.520787,0.31275,0.960462,0.0802499,1
0.897786,0.0838499,0.884859,0.897945,0.216029,0.114582,0
0.361115,0.639674,0.663277,0.521223,0.315602,0.508815,0
0.862316,0.049353,0.521048,0.491015,0.415051,0.562877,0
0.93218,0.785965,0.441449,0.661433,0.360284,0.930597,0
0.522617,0.127399,0.836101,0.171964,0.472089,0.24787,0
0.679793,0.471979,0.781115,0.23309,0.452474,0.247176,1
0.514694,0.0812556,0.058821,0.587396,0.743066,0.970429,1
0.371209,0.737041,0.662688,0.545154,0.457184,0.459685,0
0.517415,0.536158,0.0833494,0.956742,0.225267,0.245375,1
0.379522,0.34412,0.0586526,0.465835,0.987633,0.688766,0
0.56455,0.273074,0.02478,0.387949,0.815506,0.0844597,1
0.416248,0.850321,0.215424,0.477814,0.573205,0.862777,0
0.955875,0.456584,0.501271,0.0659164,0.909166,0.693838,1
0.0595734,0.574793,0.658759,0.31016,0.909565,0.755684,0
0.115158,0.118902,0.525772,0.505554,0.474681,0.907611,0
0.610245,0.3443,0.281116,0.855441,0.0965312,0.506173,0
0.671131,0.181409,0.0206969,0.0271362,0.917574,0.831436,1
0.366388,0.763162,0.971818,0.336124,0.196199,0.28194,1
0.763964,0.529237,0.531472,0.983425,0.516252,0.283267,1
0.468884,0.91506,0.797877,0.49928,0.988005,0.372217,0
0.0823336,0.756851,0.560282,0.614398,0.93224,0.190281,1
0.356947,0.631351,0.803254,0.138559,0.172764,0.376088,1
0.184469,0.689071,0.541723,0.0132086,0.549877,0.783098,1
0.399344,0.811187,0.472438,0.937834,0.64851,0.612713,0
0.783756,0.520043,0.818575,0.08254,0.893941,0.626829,1
0.661359,0.924756,0.0210819,0.411436,0.155153,0.776467,0
0.697082,0.126889,0.894938,0.923956,0.445569,0.859581,0
0.546358,0.454414,0.441865,0.522972,0.44236,0.642755,0
0.875337,0.915829,0.320951,0.677573,0.28076,0.873105,0
0.460529,0.271842,0.0847647,0.332782,0.173602,0.885071,0
0.836674,0.687066,0.664543,0.274348,0.551321,0.484791,0
0.348667,0.271561,0.0734792,0.325354,0.0343347,0.427359,0
0.431506,0.330833,0.23326,0.649461,0.367161,0.395841,0
0.0249198,0.682337,0.236554,0.496448,0.175605,0.427935,0
0.841447,0.73989,0.898109,0.823971,0.661229,0.674091,0
0.328156,0.658965,0.675949,0.952722,0.729347,0.00352693,0
0.967771,0.918842,0.475699,0.52661,0.545885,0.246379,1
0.343679,0.245752,0.129027,0.019482,0.745659,0.989163,1
0.793907,0.725927,0.417771,0.362669,0.704611,0.33512,0
0.523388,0.827432,0.8988,0.658625,0.00171249,0.790466,0
0.250525,0.901493,0.917165,0.30241,0.994608,0.239885,1
0.0455576,0.871917,0.606963,0.174811,0.930405,0.777448,1
0.811992,0.444046,0.619971,0.581683,0.424452,0.249712,1
0.0395318,0.882974,0.899484,0.243686,0.289049,0.166565,1
0.482411,0.207033,0.285478,0.848108,0.681234,0.28582,1
0.937105,0.878325,0.556343,0.43936,0.821031,0.337814,0
0.803407,0.455336,0.861648,0.311808,0.0191176,0.448504,0
0.220154,0.907303,0.930781,0.142423,0.175477,0.688656,1
0.329616,0.278435,0.658577,0.0795473,0.566494,0.32648,1
0.0306318,0.611677,0.444864,0.139708,0.435783,0.019988,0
0.317227,0.185023,0.333661,0.67785,0.198324,0.448619,0
0.119996,0.986123,0.690002,0.501333,0.00421034,0.276829,1
0.491274,0.0547472,0.243048,0.339003,0.634826,0.0388448,1
0.827056,0.593581,0.0146241,0.550196,0.693918,0.320921,1
0.670172,0.926404,0.61155,0.0924329,0.250017,0.122037,1
0.325597,0.113208,0.419403,0.705616,0.221368,0.0297709,0
0.97964,0.203077,0.137583,0.791817,0.551595,0.542212,1
0.229834,0.203029,0.869562,0.428583,0.921985,0.625476,1
0.384273,0.389384,0.567509,0.956962,0.399623,0.0464599,0
0.680278,0.498559,0.142443,0.739466,0.655464,0.88891,0
0.596605,0.948266,0.848215,0.993368,0.335247,0.294635,1
0.524943,0.275453,0.978747,0.879722,0.58771,0.770674,1
0.161148,0.323361,0.327298,0.647452,0.420312,0.324547,0
0.155838,0.0631141,0.837373,0.199533,0.0509369,0.0509424,0
0.231491,0.588107,0.596436,0.782286,0.728552,0.323693,0
0.793073,0.534928,0.106313,0.402799,0.439804,0.971741,0
0.818416,0.354025,0.114063,0.823978,0.897463,0.678648,1
0.348515,0.176023,0.824526,0.211443,0.640628,0.3979,1
0.855444,0.886104,0.9306,0.216409,0.212899,0.885024,1
0.81267,0.436113,0.255793,0.208808,0.358061,0.860869,1
0.506589,0.25313,0.972137,0.763023,0.104159,0.7617,0
