160,2,2
0.740924,0.0451243,1
0.910961,0.141595,0
0.217758,0.26522,0
0.285197,0.63181,0
0.0848786,0.177474,0
0.656663,0.832409,1
0.506849,0.254097,0
0.0657792,0.894528,1
0.546838,0.213836,0
0.0179205,0.896082,1
0.435739,0.97248,0
0.99787,0.112785,0
0.725311,0.659858,1
0.856771,0.631887,0
0.964947,0.817684,0
0.923027,0.41498,0
0.945789,0.26773,0
0.570638,0.249799,0
0.244909,0.48702,0
0.865677,0.460098,0
0.814221,0.127279,0
0.264065,0.847738,0
0.68339,0.333,1
0.439433,0.970763,0
0.25478,0.643567,0
0.832601,0.548787,0
0.720738,0.857188,1
0.808809,0.990579,0
0.365071,0.747071,0
0.621812,0.350185,1
0.835111,0.0779423,0
0.103962,0.52592,0
0.112543,0.162799,0
0.800169,0.00585897,0
0.231537,0.393566,0
0.0420311,0.204203,1
0.435296,0.926105,0
0.167188,0.597737,0
0.285368,0.762777,0
0.171277,0.0453222,0
0.666324,0.659143,1
0.957943,0.99083,0
0.0268143,0.895354,1
0.417548,0.837146,0
0.14259,0.40107,0
0.891395,0.943279,0
0.459511,0.581461,0
0.242666,0.600677,0
0.418742,0.412712,0
0.269329,0.243403,0
0.219363,0.962579,0
0.883579,0.699299,0
0.602293,0.758044,0
0.109996,0.549445,0
0.61194,0.453265,0
0.566212,0.717411,0
0.37478,0.299313,0
0.809066,0.0771724,0
0.681572,0.914736,1
0.5342,0.190034,0
0.0421239,0.0612089,1
0.722287,0.95946,1
0.641842,0.935212,1
0.358807,0.846993,0
0.570652,0.49367,0
0.75901,0.0307211,1
0.918913,0.0698283,0
0.555495,0.509892,0
0.199037,0.804999,0
0.944424,0.148343,0
0.426986,0.129034,0
0.867079,0.294377,0
0.419289,0.720722,0
0.559002,0.976285,0
0.435695,0.986735,0
0.779185,0.308644,0
0.602241,0.714508,0
0.983848,0.776802,0
0.474881,0.774736,0
0.260538,0.490591,0
0.148982,0.0165239,0
0.25476,0.267545,0
0.690924,0.874847,1
0.248952,0.213268,0
0.125214,0.135698,0
0.129894,0.607246,0
0.253545,0.510877,0
0.803021,0.6673,0
0.547596,0.900127,0
0.84928,0.173581,0
0.194894,0.149279,0
0.225604,0.199377,0
0.413052,0.55897,0
0.770988,0.249419,0
0.333467,0.933478,0
0.118842,0.962533,0
0.830047,0.304023,0
0.724549,0.312245,1
0.65599,0.0322514,1
0.781416,0.000617562,0
0.1309,0.480519,0
0.969857,0.813447,0
0.424536,0.64454,0
0.296435,0.601843,0
0.654531,0.286778,1
0.0793183,0.246701,0
0.468172,0.498825,0
0.419313,0.609181,0
0.503192,0.979574,0
0.451386,0.745282,0
0.484209,0.105531,0
0.71761,0.535579,1
0.299971,0.255836,0
0.947135,0.874809,0
0.0498185,0.486436,1
0.244935,0.241323,0
0.751806,0.0304388,1
0.496783,0.907786,0
0.926229,0.204442,0
0.793894,0.451997,0
0.237718,0.424759,0
0.765616,0.230956,1
0.801508,0.347749,0
0.0324137,0.941847,1
0.14378,0.199243,0
0.21734,0.840238,0
0.804285,0.366763,0
0.129546,0.275704,0
0.817122,0.686366,0
0.673512,0.295022,1
0.19326,0.259359,0
0.472731,0.180475,0
0.718453,0.383405,1
0.927455,0.665533,0
0.695513,0.353306,1
0.939209,0.0149466,0
0.281963,0.861226,0
0.273445,0.240019,0
0.193546,0.47091,0
0.200717,0.487575,0
0.811855,0.0936499,0
0.513713,0.804812,0
0.44833,0.595713,0
0.148248,0.867126,0
0.0258358,0.160402,1
0.187719,0.811647,0
0.983525,0.419194,0
0.237188,0.790096,0
0.888959,0.937573,0
0.0577542,0.395017,1
0.858762,0.526476,0
0.370257,0.652775,0
0.408685,0.862078,0
0.587112,0.142781,0
0.992695,0.651554,0
0.413333,0.933085,0
0.250131,0.270633,0
0.120321,0.104887,0
0.791007,0.583065,0
0.290158,0.726556,0
