160,2,2
0.148638,0.200563,0
0.995522,0.188655,1
0.253194,0.417412,0
0.478904,0.184614,0
0.52683,0.811539,0
0.944992,0.561513,1
0.267635,0.749479,0
0.812961,0.599821,1
0.395349,0.888614,1
0.721913,0.280037,0
0.155912,0.539498,0
0.605449,0.312586,0
0.206559,0.702122,0
0.344324,0.756349,0
0.254724,0.142369,0
0.635601,0.146318,0
0.118055,0.591604,0
0.725099,0.616772,0
0.00973762,0.921507,1
0.266091,0.155175,0
0.053207,0.702386,0
0.267893,0.108104,0
0.786699,0.523881,1
0.578589,0.414099,0
0.164238,0.698768,0
0.604012,0.54645,0
0.670096,0.907463,1
0.791305,0.851637,1
0.0416226,0.065681,0
0.969085,0.833355,1
0.781659,0.43356,1
0.482294,0.0663039,0
0.0851229,0.309279,0
0.298257,0.664827,0
0.707566,0.492312,0
0.0799638,0.0241059,0
0.314651,0.812589,0
0.0594226,0.195807,0
0.619388,0.355274,0
0.621032,0.0871825,0
0.346745,0.0985486,0
0.082455,0.73186,0
0.534343,0.307207,0
0.729261,0.450056,0
0.562465,0.789831,0
0.29228,0.839087,0
0.445521,0.554018,0
0.842032,0.0324187,1
0.61915,0.370263,0
0.0949334,0.731984,0
0.143565,0.617254,0
0.777213,0.0207018,1
0.466351,0.699078,0
0.675144,0.759602,0
0.374007,0.330203,0
0.0567182,0.200954,0
0.908605,0.297086,1
0.9719,0.434778,1
0.00369189,0.285528,0
0.53027,0.705613,0
0.350597,0.0825684,0
0.389226,0.664776,0
0.973926,0.861843,1
0.539298,0.715538,0
0.80097,0.442268,1
0.402329,0.0407698,0
0.758803,0.419742,1
0.229564,0.739225,0
0.662979,0.452033,0
0.077064,0.936585,1
0.408022,0.0855464,0
0.67295,0.794272,0
0.515242,0.858866,0
0.0564774,0.4182,0
0.256666,0.10608,0
0.566869,0.0892377,0
0.534633,0.927037,1
0.911394,0.139828,1
0.334138,0.595847,0
0.808838,0.252619,1
0.580445,0.457307,0
0.104254,0.708059,0
0.579272,0.678014,0
0.709737,0.635169,0
0.805712,0.749949,1
0.877198,0.392438,1
0.407973,0.335152,0
0.338797,0.776679,0
0.822156,0.265542,1
0.900546,0.0117757,1
0.925176,0.590253,1
0.29483,0.652089,0
0.174643,0.873128,1
0.173062,0.0513734,0
0.985878,0.559646,1
0.732178,0.267589,0
0.43418,0.864109,0
0.159741,0.28318,0
0.638427,0.0575047,0
0.214491,0.302508,0
0.0359007,0.52781,0
0.61001,0.673877,0
0.577929,0.382131,0
0.271321,0.558008,0
0.86749,0.715982,1
0.34243,0.649415,0
0.265832,0.227283,0
0.790555,0.0907321,1
0.254229,0.933851,1
0.680547,0.582014,0
0.292672,0.398251,0
0.830726,0.560136,1
0.610056,0.841039,0
0.804549,0.272715,1
0.601557,0.473555,0
0.508615,0.0815929,0
0.354087,0.674023,0
0.115964,0.376731,0
0.799838,0.342729,1
0.378289,0.694951,0
0.772707,0.769555,1
0.775047,0.375944,1
0.609271,0.0930184,0
0.44316,0.392042,0
0.390245,0.705419,0
0.226895,0.507506,0
0.909496,0.0644668,1
0.264258,0.578695,0
0.397631,0.529454,0
0.897745,0.556697,1
0.923952,0.415057,1
0.863768,0.24438,1
0.825145,0.0427513,1
0.509156,0.395644,0
0.289147,0.0600495,0
0.643043,0.288598,0
0.838817,0.315926,1
0.968708,0.347688,1
0.205613,0.190038,0
0.719419,0.784491,0
0.798006,0.853413,1
0.607844,0.246579,0
0.881281,0.027803,1
0.666502,0.242808,0
0.0672606,0.443057,0
0.620787,0.367447,0
0.839523,0.673791,1
0.36919,0.15638,0
0.395298,0.618626,0
0.576759,0.73934,0
0.110755,0.842923,0
0.606068,0.915027,1
0.666212,0.339687,0
0.71046,0.652021,0
0.704517,0.17172,0
0.942548,0.611239,1
0.964081,0.268066,1
0.206441,0.421176,0
0.151717,0.742226,0
0.412166,0.358185,0
